Ensemble.Gene.ID	Dog.Ensembl.Gene.ID
ENSG00000281407	
ENSG00000281862	
ENSG00000278355	
ENSG00000276628	
ENSG00000232781	
ENSG00000228652	
ENSG00000277403	
ENSG00000233019	
ENSG00000280960	
ENSG00000274905	
ENSG00000227529	
ENSG00000280939	
ENSG00000274887	
ENSG00000278257	
ENSG00000231319	
ENSG00000225441	
ENSG00000233636	
ENSG00000231960	
ENSG00000278363	
ENSG00000228846	
ENSG00000226347	
ENSG00000230136	
ENSG00000231919	
ENSG00000225188	
ENSG00000231320	
ENSG00000236918	
ENSG00000278519	
ENSG00000249415	
ENSG00000227178	
ENSG00000282185	
ENSG00000234100	
ENSG00000225927	
ENSG00000243441	
ENSG00000224487	
ENSG00000233481	
ENSG00000248182	
ENSG00000274194	
ENSG00000274078	
ENSG00000237258	
ENSG00000276798	
ENSG00000232397	
ENSG00000274473	
ENSG00000276825	
ENSG00000224395	
ENSG00000277359	
ENSG00000282712	
ENSG00000278712	
ENSG00000264025	
ENSG00000224642	
ENSG00000226365	
ENSG00000274392	
ENSG00000230957	
ENSG00000241408	
ENSG00000228377	
ENSG00000225351	
ENSG00000275246	
ENSG00000282598	
ENSG00000276163	
ENSG00000228840	
ENSG00000228370	
ENSG00000225426	
ENSG00000275123	
ENSG00000277079	
ENSG00000275583	
ENSG00000282800	
ENSG00000237811	
ENSG00000223441	
ENSG00000281848	
ENSG00000274362	
ENSG00000275806	
ENSG00000275551	
ENSG00000237051	
ENSG00000278061	
ENSG00000274058	
ENSG00000277088	
ENSG00000236070	
ENSG00000226463	
ENSG00000233054	
ENSG00000234305	
ENSG00000226271	
ENSG00000224229	
ENSG00000277177	
ENSG00000229040	
ENSG00000225550	
ENSG00000281421	
ENSG00000226799	
ENSG00000230754	
ENSG00000237690	
ENSG00000236927	
ENSG00000242289	
ENSG00000232289	
ENSG00000281547	
ENSG00000281484	
ENSG00000275724	
ENSG00000230505	
ENSG00000277132	
ENSG00000275605	
ENSG00000273833	
ENSG00000278161	
ENSG00000281154	
ENSG00000229181	
ENSG00000280740	
ENSG00000276021	
ENSG00000229125	
ENSG00000281317	
ENSG00000277953	
ENSG00000280972	
ENSG00000280626	
ENSG00000280882	
ENSG00000277707	
ENSG00000275190	
ENSG00000280542	
ENSG00000280720	
ENSG00000281174	
ENSG00000281890	
ENSG00000237421	
ENSG00000280578	
ENSG00000280794	
ENSG00000229136	
ENSG00000281704	
ENSG00000234954	
ENSG00000281127	
ENSG00000281612	
ENSG00000232974	
ENSG00000224753	
ENSG00000235788	
ENSG00000278216	
ENSG00000273943	
ENSG00000274616	
ENSG00000227576	
ENSG00000226896	
ENSG00000232569	
ENSG00000278384	
ENSG00000281510	
ENSG00000288613	
ENSG00000280504	
ENSG00000280525	
ENSG00000274412	
ENSG00000281308	
ENSG00000275330	
ENSG00000278426	
ENSG00000277667	
ENSG00000276363	
ENSG00000278516	
ENSG00000281185	
ENSG00000257770	
ENSG00000281951	
ENSG00000274384	
ENSG00000282333	
ENSG00000282645	
ENSG00000277923	
ENSG00000276838	
ENSG00000274921	
ENSG00000282557	
ENSG00000282662	
ENSG00000248496	
ENSG00000282461	
ENSG00000280726	
ENSG00000275478	
ENSG00000249032	
ENSG00000273896	
ENSG00000276944	
ENSG00000274857	
ENSG00000249814	
ENSG00000248563	
ENSG00000281382	
ENSG00000230574	
ENSG00000282781	
ENSG00000275196	
ENSG00000237006	
ENSG00000280540	
ENSG00000282309	
ENSG00000248655	
ENSG00000227966	
ENSG00000282575	
ENSG00000276912	
ENSG00000226714	
ENSG00000235184	
ENSG00000278565	
ENSG00000282147	
ENSG00000230004	
ENSG00000233826	
ENSG00000237071	
ENSG00000276979	
ENSG00000229773	
ENSG00000231746	
ENSG00000232997	
ENSG00000276604	
ENSG00000237010	
ENSG00000274005	
ENSG00000273511	
ENSG00000229006	
ENSG00000274498	
ENSG00000280946	
ENSG00000276145	
ENSG00000276816	
ENSG00000281597	
ENSG00000276982	
ENSG00000281229	
ENSG00000274109	
ENSG00000273911	
ENSG00000281711	
ENSG00000273506	
ENSG00000275962	
ENSG00000276299	
ENSG00000282307	
ENSG00000276572	
ENSG00000273865	
ENSG00000276342	
ENSG00000281573	
ENSG00000281556	
ENSG00000281224	
ENSG00000280470	
ENSG00000273592	
ENSG00000281505	
ENSG00000274131	
ENSG00000274126	
ENSG00000274107	
ENSG00000277853	
ENSG00000274359	
ENSG00000281073	
ENSG00000277179	
ENSG00000274073	
ENSG00000276420	
ENSG00000275798	
ENSG00000273642	
ENSG00000281659	
ENSG00000280545	
ENSG00000281424	
ENSG00000275086	
ENSG00000280501	
ENSG00000277263	
ENSG00000277154	
ENSG00000275658	
ENSG00000274894	
ENSG00000263937	
ENSG00000237634	
ENSG00000281121	
ENSG00000233505	
ENSG00000252239	
ENSG00000281161	
ENSG00000278021	
ENSG00000263419	
ENSG00000227380	
ENSG00000266870	
ENSG00000233566	
ENSG00000239940	
ENSG00000276159	
ENSG00000228990	
ENSG00000223687	
ENSG00000266191	
ENSG00000237898	
ENSG00000241124	
ENSG00000276370	
ENSG00000273753	
ENSG00000233831	
ENSG00000274638	
ENSG00000276387	
ENSG00000227626	
ENSG00000281610	
ENSG00000233650	
ENSG00000234101	
ENSG00000280513	
ENSG00000227639	
ENSG00000275434	
ENSG00000274063	
ENSG00000278450	
ENSG00000225838	
ENSG00000280853	
ENSG00000226657	
ENSG00000229100	
ENSG00000276082	
ENSG00000231592	
ENSG00000233180	
ENSG00000226832	
ENSG00000277114	
ENSG00000274208	
ENSG00000281787	
ENSG00000234804	
ENSG00000235632	
ENSG00000232178	
ENSG00000233618	
ENSG00000232272	
ENSG00000233119	
ENSG00000278670	
ENSG00000224925	
ENSG00000231670	
ENSG00000281377	
ENSG00000226000	
ENSG00000229069	
ENSG00000231676	
ENSG00000225592	
ENSG00000230089	
ENSG00000226610	
ENSG00000230874	
ENSG00000234092	
ENSG00000230752	
ENSG00000233950	
ENSG00000226932	
ENSG00000232146	
ENSG00000225150	
ENSG00000234195	
ENSG00000237366	
ENSG00000227843	
ENSG00000226844	
ENSG00000231279	
ENSG00000227137	
ENSG00000262349	
ENSG00000225291	
ENSG00000229045	
ENSG00000250364	
ENSG00000233046	
ENSG00000276355	
ENSG00000262145	
ENSG00000225247	
ENSG00000251394	
ENSG00000250294	
ENSG00000223898	
ENSG00000235966	
ENSG00000276341	
ENSG00000249030	
ENSG00000230780	
ENSG00000275736	
ENSG00000235441	
ENSG00000275935	
ENSG00000274129	
ENSG00000274873	
ENSG00000229408	
ENSG00000224234	
ENSG00000282291	
ENSG00000262819	
ENSG00000273579	
ENSG00000277361	
ENSG00000262776	
ENSG00000262082	
ENSG00000235132	
ENSG00000262201	
ENSG00000274889	
ENSG00000282385	
ENSG00000274703	
ENSG00000237369	
ENSG00000277808	
ENSG00000273607	
ENSG00000237544	
ENSG00000277025	
ENSG00000237284	
ENSG00000231000	
ENSG00000225432	
ENSG00000274143	
ENSG00000229383	
ENSG00000282076	
ENSG00000277789	
ENSG00000275838	
ENSG00000227228	
ENSG00000234992	
ENSG00000224444	
ENSG00000235666	
ENSG00000233141	
ENSG00000275365	
ENSG00000274672	
ENSG00000232302	
ENSG00000236561	
ENSG00000232652	
ENSG00000230674	
ENSG00000282441	
ENSG00000282343	
ENSG00000237698	
ENSG00000229467	
ENSG00000278608	
ENSG00000228913	
ENSG00000278855	
ENSG00000262327	
ENSG00000275660	
ENSG00000273707	
ENSG00000275323	
ENSG00000278365	
ENSG00000232632	
ENSG00000276296	
ENSG00000274950	
ENSG00000274739	
ENSG00000277409	
ENSG00000277517	
ENSG00000276421	
ENSG00000276875	
ENSG00000278120	
ENSG00000274806	
ENSG00000282545	
ENSG00000278707	
ENSG00000274454	
ENSG00000262671	
ENSG00000276802	
ENSG00000262599	
ENSG00000235668	
ENSG00000234966	
ENSG00000234904	
ENSG00000277800	
ENSG00000232017	
ENSG00000236835	
ENSG00000233948	
ENSG00000267954	
ENSG00000281993	
ENSG00000282155	
ENSG00000276130	
ENSG00000275837	
ENSG00000282226	
ENSG00000282075	
ENSG00000276468	
ENSG00000261994	
ENSG00000281767	
ENSG00000281349	
ENSG00000282105	
ENSG00000275979	
ENSG00000282544	
ENSG00000281788	
ENSG00000281429	
ENSG00000282006	
ENSG00000282475	
ENSG00000282190	
ENSG00000278310	
ENSG00000263598	
ENSG00000276061	
ENSG00000237313	
ENSG00000225567	
ENSG00000273326	
ENSG00000228977	
ENSG00000274733	
ENSG00000272712	
ENSG00000282472	
ENSG00000273519	
ENSG00000228635	
ENSG00000224654	
ENSG00000238070	
ENSG00000273916	
ENSG00000233687	
ENSG00000273086	
ENSG00000276935	
ENSG00000226931	
ENSG00000263247	
ENSG00000225034	
ENSG00000224241	
ENSG00000230855	
ENSG00000265663	
ENSG00000228698	
ENSG00000282261	
ENSG00000275921	
ENSG00000224146	
ENSG00000282428	
ENSG00000196231	
ENSG00000275019	
ENSG00000227044	
ENSG00000220379	
ENSG00000233182	
ENSG00000224633	
ENSG00000263042	
ENSG00000228130	
ENSG00000112459	
ENSG00000274311	
ENSG00000230885	
ENSG00000232435	
ENSG00000112461	
ENSG00000277457	
ENSG00000273839	
ENSG00000282479	
ENSG00000282779	
ENSG00000282038	
ENSG00000282073	
ENSG00000282224	
ENSG00000277996	
ENSG00000282060	
ENSG00000204692	
ENSG00000282696	
ENSG00000282169	
ENSG00000262656	
ENSG00000282660	
ENSG00000282368	
ENSG00000262771	
ENSG00000282118	
ENSG00000282023	
ENSG00000204690	
ENSG00000282004	
ENSG00000277090	
ENSG00000277071	
ENSG00000249571	
ENSG00000206472	
ENSG00000275304	
ENSG00000204689	
ENSG00000278415	
ENSG00000277733	
ENSG00000282257	
ENSG00000206471	
ENSG00000275193	
ENSG00000277709	
ENSG00000274538	
ENSG00000277629	
ENSG00000275165	
ENSG00000272805	
ENSG00000273562	
ENSG00000234856	
ENSG00000272718	
ENSG00000227668	
ENSG00000278789	
ENSG00000206470	
ENSG00000272751	
ENSG00000274437	
ENSG00000223376	
ENSG00000227886	
ENSG00000273457	
ENSG00000283454	
ENSG00000281837	
ENSG00000233857	
ENSG00000272803	
ENSG00000276836	
ENSG00000278081	
ENSG00000228993	
ENSG00000282637	
ENSG00000232049	
ENSG00000276504	
ENSG00000275780	
ENSG00000282563	
ENSG00000206466	
ENSG00000276907	
ENSG00000276804	
ENSG00000278003	
ENSG00000282145	
ENSG00000282444	
ENSG00000274050	
ENSG00000282422	
ENSG00000282567	
ENSG00000282417	
ENSG00000261984	
ENSG00000274533	
ENSG00000278622	
ENSG00000282735	
ENSG00000273144	
ENSG00000273431	
ENSG00000282746	
ENSG00000282594	
ENSG00000273092	
ENSG00000282019	
ENSG00000278186	
ENSG00000263028	
ENSG00000276739	
ENSG00000282573	
ENSG00000275181	
ENSG00000263097	
ENSG00000275257	
ENSG00000282540	
ENSG00000263158	
ENSG00000262525	
ENSG00000263083	
ENSG00000282072	
ENSG00000262612	
ENSG00000282648	
ENSG00000275575	
ENSG00000262293	
ENSG00000278362	
ENSG00000282198	
ENSG00000262829	
ENSG00000282655	
ENSG00000261936	
ENSG00000275843	
ENSG00000262111	
ENSG00000261853	
ENSG00000274504	
ENSG00000262531	
ENSG00000226898	
ENSG00000262986	
ENSG00000276495	
ENSG00000281354	
ENSG00000229469	
ENSG00000275744	
ENSG00000225305	
ENSG00000265634	
ENSG00000224053	
ENSG00000224319	
ENSG00000236971	
ENSG00000275885	
ENSG00000276065	
ENSG00000234096	
ENSG00000273323	
ENSG00000282181	
ENSG00000272907	
ENSG00000272629	
ENSG00000274646	
ENSG00000273122	
ENSG00000229714	
ENSG00000227559	
ENSG00000275752	
ENSG00000215641	
ENSG00000273726	
ENSG00000274513	
ENSG00000230511	
ENSG00000235460	
ENSG00000282477	
ENSG00000225604	
ENSG00000276275	
ENSG00000282315	
ENSG00000224158	
ENSG00000263491	
ENSG00000235405	
ENSG00000273944	
ENSG00000239675	
ENSG00000235178	
ENSG00000282379	
ENSG00000280745	
ENSG00000276497	
ENSG00000225048	
ENSG00000229328	
ENSG00000275606	
ENSG00000237608	
ENSG00000229179	
ENSG00000225736	
ENSG00000226192	
ENSG00000229866	
ENSG00000227448	
ENSG00000234669	
ENSG00000274039	
ENSG00000236771	
ENSG00000232945	
ENSG00000228483	
ENSG00000229441	
ENSG00000235273	
ENSG00000224990	
ENSG00000233168	
ENSG00000229898	
ENSG00000234351	
ENSG00000232469	
ENSG00000229698	
ENSG00000237777	
ENSG00000265795	
ENSG00000228197	
ENSG00000206526	
ENSG00000276184	
ENSG00000242022	
ENSG00000235541	
ENSG00000264866	
ENSG00000225368	
ENSG00000227446	
ENSG00000243286	
ENSG00000249103	
ENSG00000169260	
ENSG00000230742	
ENSG00000273564	
ENSG00000234347	
ENSG00000278296	
ENSG00000277824	
ENSG00000277816	
ENSG00000229412	
ENSG00000274174	
ENSG00000232984	
ENSG00000237043	
ENSG00000262734	
ENSG00000206525	
ENSG00000278714	
ENSG00000261905	
ENSG00000281898	
ENSG00000235195	
ENSG00000226795	
ENSG00000277111	
ENSG00000206524	
ENSG00000263231	
ENSG00000282349	
ENSG00000281982	
ENSG00000281950	
ENSG00000206523	
ENSG00000263037	
ENSG00000281925	
ENSG00000276358	
ENSG00000206522	
ENSG00000276132	
ENSG00000282130	
ENSG00000225184	
ENSG00000262446	
ENSG00000233506	
ENSG00000282503	
ENSG00000234746	
ENSG00000276720	
ENSG00000233989	
ENSG00000277401	
ENSG00000229889	
ENSG00000275539	
ENSG00000277776	
ENSG00000218297	
ENSG00000228515	
ENSG00000282254	
ENSG00000235401	
ENSG00000224392	
ENSG00000251547	
ENSG00000240130	
ENSG00000223769	
ENSG00000232356	
ENSG00000206517	
ENSG00000224446	
ENSG00000276464	
ENSG00000220550	
ENSG00000225274	
ENSG00000237725	
ENSG00000278046	
ENSG00000206516	
ENSG00000237112	
ENSG00000274726	
ENSG00000275796	
ENSG00000274041	
ENSG00000277600	
ENSG00000224044	
ENSG00000227859	
ENSG00000206515	
ENSG00000229439	
ENSG00000275399	
ENSG00000232902	
ENSG00000282813	
ENSG00000226687	
ENSG00000224894	
ENSG00000275633	
ENSG00000231973	
ENSG00000282364	
ENSG00000282580	
ENSG00000274332	
ENSG00000206511	
ENSG00000275404	
ENSG00000282325	
ENSG00000236881	
ENSG00000230545	
ENSG00000232099	
ENSG00000282331	
ENSG00000275587	
ENSG00000282727	
ENSG00000282491	
ENSG00000282002	
ENSG00000242511	
ENSG00000249123	
ENSG00000274566	
ENSG00000282614	
ENSG00000226267	
ENSG00000282351	
ENSG00000229942	
ENSG00000282238	
ENSG00000229529	
ENSG00000282171	
ENSG00000282235	
ENSG00000226303	
ENSG00000277660	
ENSG00000282518	
ENSG00000237508	
ENSG00000277730	
ENSG00000282283	
ENSG00000228706	
ENSG00000260221	
ENSG00000278624	
ENSG00000282789	
ENSG00000273525	
ENSG00000276826	
ENSG00000272670	
ENSG00000282456	
ENSG00000282438	
ENSG00000227326	
ENSG00000229499	
ENSG00000275723	
ENSG00000278191	
ENSG00000233095	
ENSG00000282523	
ENSG00000282361	
ENSG00000276191	
ENSG00000274185	
ENSG00000275474	
ENSG00000277804	
ENSG00000282365	
ENSG00000262334	
ENSG00000278461	
ENSG00000282700	
ENSG00000207390	
ENSG00000282077	
ENSG00000273686	
ENSG00000278357	
ENSG00000277273	
ENSG00000281364	
ENSG00000278154	
ENSG00000277571	
ENSG00000280810	
ENSG00000273991	
ENSG00000275748	
ENSG00000274619	
ENSG00000282463	
ENSG00000282063	
ENSG00000281979	
ENSG00000262666	
ENSG00000282026	
ENSG00000272101	
ENSG00000278119	
ENSG00000262139	
ENSG00000229573	
ENSG00000226378	
ENSG00000282092	
ENSG00000276120	
ENSG00000276959	
ENSG00000275394	
ENSG00000273660	
ENSG00000276253	
ENSG00000242039	
ENSG00000277419	
ENSG00000250154	
ENSG00000275698	
ENSG00000228900	
ENSG00000275917	
ENSG00000262217	
ENSG00000264495	
ENSG00000278211	
ENSG00000233023	
ENSG00000224736	
ENSG00000273722	
ENSG00000226796	
ENSG00000225248	
ENSG00000266672	
ENSG00000230181	
ENSG00000229185	
ENSG00000223771	
ENSG00000237834	
ENSG00000278742	
ENSG00000261867	
ENSG00000226379	
ENSG00000263114	
ENSG00000261134	
ENSG00000275116	
ENSG00000233465	
ENSG00000229461	
ENSG00000275584	
ENSG00000235680	
ENSG00000281804	
ENSG00000230504	
ENSG00000276367	
ENSG00000236642	
ENSG00000278118	
ENSG00000274240	
ENSG00000276439	
ENSG00000226736	
ENSG00000275648	
ENSG00000237218	
ENSG00000281836	
ENSG00000227858	
ENSG00000277167	
ENSG00000224693	
ENSG00000274734	
ENSG00000275809	
ENSG00000206507	
ENSG00000281507	
ENSG00000229364	
ENSG00000223860	
ENSG00000281263	
ENSG00000236033	
ENSG00000229959	
ENSG00000282030	
ENSG00000236706	
ENSG00000281208	
ENSG00000281803	
ENSG00000274439	
ENSG00000223980	
ENSG00000277980	
ENSG00000281153	
ENSG00000276152	
ENSG00000281718	
ENSG00000276787	
ENSG00000263267	
ENSG00000278699	
ENSG00000236225	
ENSG00000260538	
ENSG00000237554	
ENSG00000235714	
ENSG00000276051	
ENSG00000282634	
ENSG00000282720	
ENSG00000277086	
ENSG00000278553	
ENSG00000282101	
ENSG00000277262	
ENSG00000281642	
ENSG00000282405	
ENSG00000281815	
ENSG00000282334	
ENSG00000275889	
ENSG00000274965	
ENSG00000278137	
ENSG00000275867	
ENSG00000282053	
ENSG00000277751	
ENSG00000273645	
ENSG00000282260	
ENSG00000282191	
ENSG00000274137	
ENSG00000275118	
ENSG00000282195	
ENSG00000263290	
ENSG00000281427	
ENSG00000274110	
ENSG00000276025	
ENSG00000278253	
ENSG00000273624	
ENSG00000280497	
ENSG00000281688	
ENSG00000281367	
ENSG00000273845	
ENSG00000273636	
ENSG00000281287	
ENSG00000281604	
ENSG00000224801	
ENSG00000281622	
ENSG00000235498	
ENSG00000282765	
ENSG00000278379	
ENSG00000231197	
ENSG00000280555	
ENSG00000281180	
ENSG00000277480	
ENSG00000276451	
ENSG00000277868	
ENSG00000223463	
ENSG00000278443	
ENSG00000277187	
ENSG00000273953	
ENSG00000228490	
ENSG00000276701	
ENSG00000226727	
ENSG00000276780	
ENSG00000225926	
ENSG00000277015	
ENSG00000226940	
ENSG00000229215	
ENSG00000226563	
ENSG00000232816	
ENSG00000226354	
ENSG00000231834	
ENSG00000278776	
ENSG00000278178	
ENSG00000274846	
ENSG00000280463	
ENSG00000281335	
ENSG00000277414	
ENSG00000281582	
ENSG00000281900	
ENSG00000281065	
ENSG00000280601	
ENSG00000278695	
ENSG00000282266	
ENSG00000261893	
ENSG00000281145	
ENSG00000274854	
ENSG00000282460	
ENSG00000206468	
ENSG00000278293	
ENSG00000223853	
ENSG00000224293	
ENSG00000281361	
ENSG00000265013	
ENSG00000231190	
ENSG00000281536	
ENSG00000206467	
ENSG00000281074	
ENSG00000230888	
ENSG00000281565	
ENSG00000274575	
ENSG00000281265	
ENSG00000274754	
ENSG00000232641	
ENSG00000275758	
ENSG00000281569	
ENSG00000281502	
ENSG00000280941	
ENSG00000280735	
ENSG00000281471	
ENSG00000281400	
ENSG00000273737	
ENSG00000275003	
ENSG00000276155	
ENSG00000280754	
ENSG00000275282	
ENSG00000280825	
ENSG00000275346	
ENSG00000281326	
ENSG00000279830	
ENSG00000277421	
ENSG00000279247	
ENSG00000275499	
ENSG00000274161	
ENSG00000275013	
ENSG00000263014	
ENSG00000281722	
ENSG00000282764	
ENSG00000277897	
ENSG00000282178	
ENSG00000282271	
ENSG00000282372	
ENSG00000276463	
ENSG00000262375	
ENSG00000262418	
ENSG00000278605	
ENSG00000263324	
ENSG00000281276	
ENSG00000281748	
ENSG00000282643	
ENSG00000282484	
ENSG00000282263	
ENSG00000281936	
ENSG00000282397	
ENSG00000280929	
ENSG00000278401	
ENSG00000281980	
ENSG00000276636	
ENSG00000282435	
ENSG00000282067	
ENSG00000276618	
ENSG00000277507	
ENSG00000277656	
ENSG00000277106	
ENSG00000276452	
ENSG00000282661	
ENSG00000262785	
ENSG00000277956	
ENSG00000276287	
ENSG00000276906	
ENSG00000278006	
ENSG00000278279	
ENSG00000278270	
ENSG00000274323	
ENSG00000223858	
ENSG00000277366	
ENSG00000282775	
ENSG00000276146	
ENSG00000278567	
ENSG00000281296	
ENSG00000280611	
ENSG00000281055	
ENSG00000280749	
ENSG00000275746	
ENSG00000236926	
ENSG00000281360	
ENSG00000281345	
ENSG00000234487	
ENSG00000275544	
ENSG00000281310	
ENSG00000280866	
ENSG00000273538	
ENSG00000282355	
ENSG00000281493	
ENSG00000274542	
ENSG00000281031	
ENSG00000275205	
ENSG00000280940	
ENSG00000277943	
ENSG00000281670	
ENSG00000278697	
ENSG00000273605	
ENSG00000282623	
ENSG00000273741	
ENSG00000277783	
ENSG00000274169	
ENSG00000282763	
ENSG00000231067	
ENSG00000234786	
ENSG00000226858	
ENSG00000282389	
ENSG00000235380	
ENSG00000282750	
ENSG00000237812	
ENSG00000278470	
ENSG00000276847	
ENSG00000235305	
ENSG00000278115	
ENSG00000229034	
ENSG00000275568	
ENSG00000196299	
ENSG00000273532	
ENSG00000282229	
ENSG00000276351	
ENSG00000235507	
ENSG00000275661	
ENSG00000137403	
ENSG00000249663	
ENSG00000228491	
ENSG00000277796	
ENSG00000243430	
ENSG00000228202	
ENSG00000231968	
ENSG00000264646	
ENSG00000233298	
ENSG00000229194	
ENSG00000276526	
ENSG00000225955	
ENSG00000232189	
ENSG00000282604	
ENSG00000265926	
ENSG00000227961	
ENSG00000275462	
ENSG00000229680	
ENSG00000229210	
ENSG00000275960	
ENSG00000234623	
ENSG00000224564	
ENSG00000259930	
ENSG00000231385	
ENSG00000235309	
ENSG00000276887	
ENSG00000233982	
ENSG00000233592	
ENSG00000206513	
ENSG00000237216	
ENSG00000277614	
ENSG00000235630	
ENSG00000229737	
ENSG00000262237	
ENSG00000266132	
ENSG00000262210	
ENSG00000276932	
ENSG00000206519	
ENSG00000273739	
ENSG00000273496	
ENSG00000206512	
ENSG00000276312	
ENSG00000282512	
ENSG00000281095	
ENSG00000278632	
ENSG00000234528	
ENSG00000281668	
ENSG00000280917	
ENSG00000137345	
ENSG00000280944	
ENSG00000276886	
ENSG00000223996	
ENSG00000226109	
ENSG00000275472	
ENSG00000230915	
ENSG00000274187	
ENSG00000230745	
ENSG00000233795	
ENSG00000227647	
ENSG00000224362	
ENSG00000231745	
ENSG00000235394	
ENSG00000276175	
ENSG00000233935	
ENSG00000206446	
ENSG00000281139	
ENSG00000277055	
ENSG00000280786	
ENSG00000281284	
ENSG00000281578	
ENSG00000241880	
ENSG00000251581	
ENSG00000278194	
ENSG00000224253	
ENSG00000273655	
ENSG00000263876	
ENSG00000228912	
ENSG00000230238	
ENSG00000274587	
ENSG00000278232	
ENSG00000282684	
ENSG00000277845	
ENSG00000225346	
ENSG00000282524	
ENSG00000278718	
ENSG00000260055	
ENSG00000282619	
ENSG00000225086	
ENSG00000223439	
ENSG00000233462	
ENSG00000229995	
ENSG00000230413	
ENSG00000282433	
ENSG00000262104	
ENSG00000278062	
ENSG00000274914	
ENSG00000262280	
ENSG00000224108	
ENSG00000263310	
ENSG00000282319	
ENSG00000278049	
ENSG00000277415	
ENSG00000272877	
ENSG00000277768	
ENSG00000282658	
ENSG00000235176	
ENSG00000273770	
ENSG00000274511	
ENSG00000262435	
ENSG00000262505	
ENSG00000262927	
ENSG00000282146	
ENSG00000262635	
ENSG00000262607	
ENSG00000274273	
ENSG00000263186	
ENSG00000263341	
ENSG00000262591	
ENSG00000276383	
ENSG00000280506	
ENSG00000262282	
ENSG00000237829	
ENSG00000280631	
ENSG00000261986	
ENSG00000275313	
ENSG00000280512	
ENSG00000263012	
ENSG00000232122	
ENSG00000234364	
ENSG00000225120	
ENSG00000247700	
ENSG00000278300	
ENSG00000237098	
ENSG00000236265	
ENSG00000232649	
ENSG00000227715	
ENSG00000276537	
ENSG00000263238	
ENSG00000282676	
ENSG00000262226	
ENSG00000263137	
ENSG00000262045	
ENSG00000262748	
ENSG00000262016	
ENSG00000276126	
ENSG00000262193	
ENSG00000276711	
ENSG00000281082	
ENSG00000281213	
ENSG00000281624	
ENSG00000230467	
ENSG00000281099	
ENSG00000281268	
ENSG00000234681	
ENSG00000277926	
ENSG00000280943	
ENSG00000224118	
ENSG00000262993	
ENSG00000226152	
ENSG00000281519	
ENSG00000282747	
ENSG00000224320	
ENSG00000278827	
ENSG00000282768	
ENSG00000282403	
ENSG00000224168	
ENSG00000274305	
ENSG00000275861	
ENSG00000228921	
ENSG00000231904	
ENSG00000236746	
ENSG00000232988	
ENSG00000235600	
ENSG00000235697	
ENSG00000234599	
ENSG00000224538	
ENSG00000262603	
ENSG00000231287	
ENSG00000233964	
ENSG00000227389	
ENSG00000236113	
ENSG00000227366	
ENSG00000232691	
ENSG00000234831	
ENSG00000262040	
ENSG00000235144	
ENSG00000235809	
ENSG00000263022	
ENSG00000236203	
ENSG00000236598	
ENSG00000282620	
ENSG00000277085	
ENSG00000282165	
ENSG00000236560	
ENSG00000275602	
ENSG00000278458	
ENSG00000282607	
ENSG00000277781	
ENSG00000277190	
ENSG00000274345	
ENSG00000274495	
ENSG00000225732	
ENSG00000274148	
ENSG00000273622	
ENSG00000263942	
ENSG00000223892	
ENSG00000233931	
ENSG00000226586	
ENSG00000278157	
ENSG00000275819	
ENSG00000237733	
ENSG00000223798	
ENSG00000228524	
ENSG00000229346	
ENSG00000274053	
ENSG00000281385	
ENSG00000228765	
ENSG00000278347	
ENSG00000276640	
ENSG00000225130	
ENSG00000236808	
ENSG00000278563	
ENSG00000235372	
ENSG00000273601	
ENSG00000276608	
ENSG00000235443	
ENSG00000282613	
ENSG00000278488	
ENSG00000276033	
ENSG00000281648	
ENSG00000281283	
ENSG00000276977	
ENSG00000275985	
ENSG00000281144	
ENSG00000278121	
ENSG00000282156	
ENSG00000275775	
ENSG00000275483	
ENSG00000281487	
ENSG00000281336	
ENSG00000275615	
ENSG00000281922	
ENSG00000273495	
ENSG00000278634	
ENSG00000224145	
ENSG00000274650	
ENSG00000281797	
ENSG00000277495	
ENSG00000282279	
ENSG00000275621	
ENSG00000282799	
ENSG00000276222	
ENSG00000275565	
ENSG00000282723	
ENSG00000281927	
ENSG00000282032	
ENSG00000277949	
ENSG00000276276	
ENSG00000282809	
ENSG00000280686	
ENSG00000237050	
ENSG00000281948	
ENSG00000263589	
ENSG00000237046	
ENSG00000278682	
ENSG00000276785	
ENSG00000262243	
ENSG00000281553	
ENSG00000223852	
ENSG00000280741	
ENSG00000234046	
ENSG00000278409	
ENSG00000276438	
ENSG00000276458	
ENSG00000275949	
ENSG00000282170	
ENSG00000235025	
ENSG00000275931	
ENSG00000276594	
ENSG00000238053	
ENSG00000276186	
ENSG00000237403	
ENSG00000277281	
ENSG00000275424	
ENSG00000235220	
ENSG00000274671	
ENSG00000233314	
ENSG00000206510	
ENSG00000282264	
ENSG00000282189	
ENSG00000282303	
ENSG00000282423	
ENSG00000277221	
ENSG00000282568	
ENSG00000282624	
ENSG00000273594	
ENSG00000282014	
ENSG00000281188	
ENSG00000228371	
ENSG00000281562	
ENSG00000280912	
ENSG00000282803	
ENSG00000206509	
ENSG00000281564	
ENSG00000281970	
ENSG00000282225	
ENSG00000282953	
ENSG00000282285	
ENSG00000282719	
ENSG00000275574	
ENSG00000275501	
ENSG00000282505	
ENSG00000281693	
ENSG00000282543	
ENSG00000278174	
ENSG00000282353	
ENSG00000282506	
ENSG00000281524	
ENSG00000281952	
ENSG00000282236	
ENSG00000282240	
ENSG00000278284	
ENSG00000282203	
